,Player,Projection,My Computed Score
42,Marquez Valdes-Scantling,0.5202128768350732,0.46061831666746494
43,Courtland Sutton,0.5121953105481016,0.4760790924140875
44,Will Fuller,0.47050396585584964,0.38741858446450533
45,DeVante Parker,0.4560723465393008,0.3888272235230468
46,Josh Gordon,0.4079669488174715,0.32426738653749393
47,Geronimo Allison,0.3566545245808535,0.3200657235348427
48,Jamison Crowder,0.3518439848086706,0.3392056520841439
49,DaeSean Hamilton,0.3277912859477559,0.30993651385983084
50,Michael Gallup,0.3165666931459957,0.23877443449447106
51,Tyrell Williams,0.2957210207998697,0.2659214599103873
52,Kenny Stills,0.28449642799810954,0.23549456958789217
53,Mohamed Sanu,0.20752779164318266,0.17915908751547346
54,DeSean Jackson,0.19630319884142244,0.1280250111148015
55,Anthony Miller,0.14338726134741026,0.12769810632993484
56,D.K. Metcalf,0.1353696950604387,0.13927307009920611
57,Keke Coutee,0.10810996968473537,0.13169431962948996
58,Donte Moncrief,0.0728326780220605,0.05802198234511495
59,Ted Ginn Jr.,0.0664186249924834,0.020421752905024244
60,Trey Quinn,0.040762412874174286,0.05913356076030058
61,Marquise Goodwin,0.031141333329808518,0.018008904963317356
62,Willie Snead,0.031141333329808518,0.0392001799073769
63,Marqise Lee,0.007088634468893862,-0.062058300119189384
64,James Washington,0.007088634468893862,-0.011024309415011167
65,A.J. Brown,-0.007342984847655023,-0.016120060233410304
66,Devin Funchess,-0.0650694621138501,-0.061215571252574756
67,Danny Amendola,-0.06667297537124432,-0.029298964584704955
68,Adam Humphries,-0.07308702840082165,-0.05834704115820174
69,Taylor Gabriel,-0.15807323104272006,-0.11388685308331825
70,Miles Boykin,-0.16769431058708606,-0.12977430638436563
71,Cole Beasley,-0.21098916853673227,-0.16061710481102764
72,Nelson Agholor,-0.2382488939124356,-0.2524445703857126
73,Quincy Enunwa,-0.25749105300116737,-0.17290595771469297
74,Josh Doctson,-0.2655086192881389,-0.19626981101110713
75,Andy Isabella,-0.27512969883250465,-0.19928874668468427
76,Randall Cobb,-0.30399293746560246,-0.21860582799033362
77,Travis Benjamin,-0.312010503752574,-0.4131014030957488
78,Deebo Samuel,-0.32002807003954553,-0.24167497874791827
79,Albert Wilson,-0.35690887495961465,-0.23010393193807094
80,Marquise Brown,-0.3857721135927122,-0.2820118431917194
81,Tre'Quan Smith,-0.4066177859388382,-0.2755906200128724
82,Zay Jones,-0.40982481245362684,-0.2975748833064186
83,Demarcus Robinson,-0.4322739980571473,-0.2879449431025123
84,Paul Richardson,-0.4402915643441188,-0.3119666068270421
85,Robert Foster,-0.44670561737369596,-0.29652770840539394
86,Breshad Perriman,-0.45151615714587884,-0.3206646594725891
87,Terry McLaurin,-0.4707583162346106,-0.34227754345814604
88,Rashard Higgins,-0.4739653427493993,-0.3421519594295735
89,Chris Conley,-0.49962155486770815,-0.3464425008650806
90,David Moore,-0.5300883067582001,-0.385020743017746
91,N'Keal Harry,-0.5477269525895375,-0.34112158711606816
92,Chris Hogan,-0.5509339791043261,-0.3818920940269964
93,Mecole Hardman,-0.5685726249356635,-0.7672543791809372
94,John Ross,-0.5781937044800294,-0.39356191694224746
95,Jaron Brown,-0.5846077575096067,-0.4115526998285999
96,Chad Beebe,-0.5974358635687612,-0.4204668350462935
97,Parris Campbell,-0.6006428900835498,-0.409148422221587
98,KeeSean Johnson,-0.6423342347758019,-0.43948487573650247
99,D.J. Chark,-0.684025579468054,-0.46745155580579995
100,Keith Kirkwood,-0.6904396324976312,-0.4659967650987579
101,Jakeem Grant,-0.7241134109029117,-0.5369162473899316
102,Hunter Renfrow,-0.7786328616543182,-0.5754189666133127
103,Josh Reynolds,-0.7850469146838954,-0.5227668249661329
104,Phillip Dorsett,-0.8090996135448101,-0.539146789904196
105,Jakobi Meyers,-0.8107031268022045,-0.5343023969262213
106,Keelan Cole,-0.8251347461187533,-0.6011319621060423
107,Deon Cain,-0.8267382593761475,-0.6022045850179408
108,Ryan Switzer,-0.8427733919500906,-0.6081023640131793
109,Marcell Ateman,-0.865222577553611,-0.5695743887063975
110,Antonio Callaway,-0.8796541968701598,-0.5809173734561162
111,Trent Taylor,-0.8892752764145256,-0.6397208345046645
112,Tajae Sharpe,-0.8908787896719199,-0.6429514794552229
113,Jarius Wright,-0.8988963559588915,-0.6407400853750135
114,Cody Latimer,-0.8988963559588915,-0.6439985499373961
115,Cordarrelle Patterson,-0.9021033824736802,-1.234885617931125
116,JJ Arcega-Whiteside,-0.9037068957310744,-0.6493744407117515
117,Taywan Taylor,-0.9053104089884687,-0.6504470636236501
118,J.J. Nelson,-1.0015212044321273,-0.7061723501829238
119,Justin Watson,-1.0031247176895217,-0.7072449730948224
120,Alex Erickson,-1.0095387707190988,-0.7137187363961899
121,Gary Jennings,-1.014349310491282,-0.7151213128193774
122,Justin Hardy,-1.025573903293042,-0.721661717906235
123,Tavon Austin,-1.051230115411351,-1.2373118986009572
124,Equanimeous St. Brown,-1.0592476816983225,-0.7461459963108061
125,Russell Shepard,-1.0736793010148713,-0.7533718132033925
126,Geremy Davis,-1.07688632752966,-0.7573201886819421
127,Torrey Smith,-1.0816968673018428,-0.8134915673414492
128,Isaiah McKenzie,-1.086507407074026,-1.1414699917449214
129,Jalen Hurd,-1.0993355131331803,-0.7703911911721866
130,Tim Patrick,-1.1041460529053633,-0.8288034822336673
131,Deontay Burnett,-1.1330092915384609,-0.7967700419468761
132,Laquon Treadwell,-1.1394233445680382,-0.8535006215449812
133,Seth Roberts,-1.1618725301715582,-0.8164965584896783
134,Hakeem Butler,-1.16989009645853,-0.8059532480176834
135,DeAndre Carter,-1.200356848349022,-0.8407112914540811
136,Jake Kumerow,-1.2051673881212048,-0.8426271243811982
137,Chris Moore,-1.2115814411507821,-0.8944507966810533
138,Andy Jones,-1.2340306267543022,-0.910435275343195
139,Diontae Johnson,-1.2356341400116968,-0.9102368118687547
140,Preston Williams,-1.2596868388726115,-0.9260228270564559
141,Chester Rogers,-1.2725149449317659,-0.8874971452103392
142,Demaryius Thomas,-1.341466014999721,-0.9807825028303929
143,Riley Ridley,-1.3526906078014813,-0.9890883515770648
144,Josh Malone,-1.3607081740884528,-0.9950211006818304
