Chad Henne,MIA,2010.0,15.0,301.0,490.0,3301.0,15.0,19.0,35.0,52.0,0.0,174.2,11.6
Shaun Hill,DET,2010.0,11.0,257.0,416.0,2686.0,16.0,12.0,22.0,123.0,0.0,169.7,15.4
Jason Campbell,OAK,2010.0,13.0,194.0,329.0,2387.0,13.0,8.0,47.0,222.0,1.0,165.7,12.7
Jon Kitna,DAL,2010.0,11.0,209.0,318.0,2365.0,16.0,12.0,30.0,150.0,1.0,165.6,15.1
Matt Hasselbeck,SEA,2010.0,14.0,266.0,444.0,2998.0,12.0,17.0,23.0,60.0,3.0,164.9,11.8
Alex Smith,SF,2010.0,11.0,204.0,342.0,2370.0,14.0,10.0,18.0,60.0,0.0,142.8,13.0
Brett Favre,MIN,2010.0,13.0,217.0,358.0,2509.0,11.0,19.0,18.0,8.0,0.0,116.2,8.9
Kerry Collins,TEN,2010.0,10.0,160.0,278.0,1823.0,14.0,8.0,10.0,1.0,0.0,115.0,11.5
Tony Romo,DAL,2010.0,6.0,148.0,213.0,1605.0,11.0,7.0,6.0,38.0,0.0,105.0,17.5
Tim Tebow,DEN,2010.0,9.0,41.0,82.0,654.0,5.0,3.0,43.0,227.0,6.0,101.9,11.3
Colt McCoy,CLE,2010.0,8.0,135.0,222.0,1576.0,6.0,9.0,28.0,136.0,1.0,97.6,12.2
Derek Anderson,ARI,2010.0,12.0,169.0,327.0,2065.0,7.0,10.0,5.0,25.0,0.0,97.1,8.1
Vince Young,TEN,2010.0,9.0,93.0,156.0,1255.0,10.0,3.0,25.0,125.0,0.0,91.7,10.2
Troy Smith,SF,2010.0,6.0,73.0,145.0,1176.0,5.0,4.0,23.0,121.0,1.0,81.1,13.5
Kevin Kolb,PHI,2010.0,8.0,115.0,189.0,1197.0,7.0,7.0,14.0,68.0,0.0,69.7,8.7
Jimmy Clausen,CAR,2010.0,13.0,157.0,299.0,1558.0,3.0,9.0,23.0,57.0,0.0,67.0,5.2
Drew Stanton,DET,2010.0,6.0,69.0,119.0,780.0,4.0,3.0,18.0,113.0,1.0,59.5,9.9
Bruce Gradkowski,OAK,2010.0,6.0,83.0,158.0,1059.0,5.0,7.0,12.0,41.0,0.0,57.5,9.6
Rex Grossman,WAS,2010.0,6.0,74.0,133.0,884.0,7.0,4.0,3.0,6.0,0.0,52.0,8.7
Matthew Stafford,DET,2010.0,3.0,57.0,96.0,535.0,6.0,1.0,4.0,11.0,1.0,49.5,16.5
Matt Moore,CAR,2010.0,6.0,79.0,143.0,857.0,5.0,10.0,5.0,25.0,0.0,42.8,7.1
Seneca Wallace,CLE,2010.0,8.0,64.0,101.0,694.0,4.0,2.0,7.0,9.0,0.0,42.7,5.3
Joe Webb,MIN,2010.0,5.0,54.0,89.0,480.0,0.0,3.0,18.0,120.0,2.0,40.2,8.0
Brad Smith,NYJ,2010.0,16.0,2.0,3.0,6.0,1.0,0.0,38.0,299.0,1.0,38.1,2.4
Charlie Whitehurst,SEA,2010.0,6.0,57.0,99.0,507.0,2.0,3.0,20.0,43.0,1.0,35.6,5.9
John Skelton,ARI,2010.0,5.0,60.0,126.0,662.0,2.0,2.0,10.0,49.0,0.0,35.4,7.1
Jake Delhomme,CLE,2010.0,5.0,93.0,149.0,872.0,2.0,7.0,8.0,-2.0,0.0,33.7,6.7
Tyler Thigpen,MIA,2010.0,5.0,33.0,62.0,435.0,2.0,2.0,13.0,73.0,0.0,30.7,6.1
Trent Edwards,BUF,2010.0,4.0,55.0,101.0,521.0,2.0,5.0,14.0,58.0,0.0,29.6,7.4
Tarvaris Jackson,MIN,2010.0,4.0,34.0,58.0,341.0,3.0,4.0,7.0,63.0,0.0,27.9,7.0
Matt Flynn,GB,2010.0,7.0,40.0,66.0,433.0,3.0,2.0,9.0,26.0,0.0,27.9,4.0
Charlie Batch,PIT,2010.0,3.0,29.0,49.0,352.0,3.0,3.0,7.0,30.0,0.0,26.1,8.7
Stephen McGee,DAL,2010.0,2.0,22.0,44.0,238.0,2.0,0.0,13.0,74.0,0.0,24.9,12.5
Todd Bouman,JAC,2010.0,2.0,18.0,34.0,222.0,2.0,2.0,2.0,8.0,0.0,15.7,7.8
Mark Brunell,NYJ,2010.0,3.0,7.0,13.0,117.0,2.0,1.0,0.0,0.0,0.0,11.7,3.9
Dennis Dixon,PIT,2010.0,2.0,22.0,32.0,254.0,0.0,1.0,5.0,32.0,0.0,10.4,5.2
Brian St. Pierre,CAR,2010.0,1.0,13.0,28.0,173.0,1.0,2.0,0.0,0.0,0.0,8.9,8.9
Josh Johnson,TB,2010.0,10.0,14.0,16.0,111.0,0.0,0.0,4.0,39.0,0.0,8.3,0.8
Max Hall,ARI,2010.0,6.0,39.0,78.0,370.0,1.0,6.0,1.0,-5.0,0.0,8.3,1.4
Kellen Clemens,NYJ,2010.0,1.0,1.0,2.0,6.0,0.0,0.0,2.0,9.0,1.0,7.1,7.1
Brian Hoyer,NE,2010.0,5.0,7.0,15.0,122.0,1.0,1.0,10.0,-8.0,0.0,7.1,1.4
Luke McCown,JAC,2010.0,1.0,11.0,19.0,120.0,0.0,0.0,1.0,4.0,0.0,5.2,5.2
Richard Bartel,ARI,2010.0,1.0,16.0,28.0,150.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0
Rusty Smith,TEN,2010.0,2.0,20.0,40.0,200.0,0.0,4.0,0.0,0.0,0.0,4.0,2.0
Chase Daniel,NO,2010.0,13.0,2.0,3.0,16.0,0.0,0.0,2.0,16.0,0.0,2.2,0.2
Caleb Hanie,CHI,2010.0,2.0,5.0,7.0,55.0,0.0,0.0,1.0,-1.0,0.0,2.1,1.1
Tyler Palko,KC,2010.0,2.0,4.0,6.0,35.0,0.0,0.0,2.0,5.0,0.0,1.9,1.0
Tony Pike,CAR,2010.0,1.0,6.0,12.0,47.0,0.0,0.0,0.0,0.0,0.0,1.9,1.9
Kyle Boller,OAK,2010.0,5.0,2.0,4.0,25.0,0.0,1.0,7.0,18.0,0.0,1.8,0.4
David Carr,SF,2010.0,1.0,5.0,13.0,67.0,0.0,1.0,0.0,0.0,0.0,1.7,1.7
Byron Leftwich,PIT,2010.0,2.0,5.0,7.0,42.0,0.0,0.0,0.0,0.0,0.0,1.7,0.8
Chad Pennington,MIA,2010.0,1.0,1.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8
Jordan Palmer,CIN,2010.0,1.0,3.0,3.0,18.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7
Chris Redman,ATL,2010.0,2.0,4.0,6.0,20.0,0.0,0.0,1.0,-1.0,0.0,0.7,0.4
Brodie Croyle,KC,2010.0,2.0,8.0,19.0,38.0,0.0,1.0,0.0,0.0,0.0,0.5,0.3
Dan Orlovsky,HOU,2010.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Levi Brown,BUF,2010.0,1.0,2.0,3.0,24.0,0.0,1.0,0.0,0.0,0.0,-0.0,-0.0
Billy Volek,SD,2010.0,3.0,1.0,1.0,8.0,0.0,0.0,6.0,-5.0,0.0,-0.2,-0.1
Sage Rosenfels,NYG,2010.0,12.0,0.0,0.0,0.0,0.0,0.0,3.0,-3.0,0.0,-0.3,-0.0
Brian Brohm,BUF,2010.0,1.0,10.0,23.0,106.0,0.0,3.0,0.0,0.0,0.0,-0.8,-0.8
Todd Collins,CHI,2010.0,2.0,10.0,27.0,68.0,0.0,5.0,0.0,0.0,0.0,-2.3,-1.1
