Joe Webb,MIN,2011.0,10.0,34.0,63.0,376.0,3.0,2.0,22.0,154.0,2.0,50.4,5.0
Vince Young,PHI,2011.0,7.0,66.0,114.0,866.0,4.0,9.0,18.0,79.0,0.0,49.5,7.1
Jake Locker,TEN,2011.0,5.0,34.0,66.0,542.0,4.0,0.0,8.0,56.0,1.0,49.3,9.9
T.J. Yates,HOU,2011.0,6.0,82.0,134.0,949.0,3.0,3.0,14.0,57.0,0.0,46.7,7.8
Matt Flynn,GB,2011.0,5.0,33.0,49.0,518.0,6.0,2.0,13.0,-6.0,1.0,46.1,9.2
Kellen Clemens,STL,2011.0,3.0,48.0,91.0,546.0,2.0,1.0,6.0,37.0,1.0,38.5,12.8
Caleb Hanie,CHI,2011.0,6.0,51.0,102.0,613.0,3.0,9.0,13.0,98.0,0.0,37.3,6.2
Seneca Wallace,CLE,2011.0,6.0,55.0,107.0,567.0,2.0,2.0,7.0,70.0,0.0,33.7,5.6
Tyler Palko,KC,2011.0,6.0,80.0,134.0,796.0,2.0,7.0,5.0,15.0,0.0,32.3,5.4
Josh McCown,CHI,2011.0,3.0,35.0,55.0,414.0,2.0,4.0,12.0,68.0,0.0,27.4,9.1
A.J. Feeley,STL,2011.0,5.0,53.0,97.0,548.0,1.0,2.0,3.0,4.0,0.0,20.3,4.1
Kerry Collins,IND,2011.0,3.0,48.0,98.0,481.0,2.0,1.0,2.0,-1.0,0.0,20.1,6.7
Josh Johnson,TB,2011.0,9.0,19.0,34.0,246.0,1.0,2.0,11.0,67.0,0.0,16.5,1.8
Brad Smith,BUF,2011.0,15.0,0.0,0.0,0.0,0.0,0.0,20.0,87.0,1.0,14.7,1.0
Charlie Whitehurst,SEA,2011.0,3.0,27.0,56.0,298.0,1.0,1.0,4.0,13.0,0.0,14.2,4.7
Stephen McGee,DAL,2011.0,1.0,24.0,38.0,182.0,1.0,0.0,4.0,28.0,0.0,14.1,14.1
Jake Delhomme,HOU,2011.0,1.0,18.0,28.0,211.0,1.0,0.0,0.0,0.0,0.0,10.4,10.4
Luke McCown,JAC,2011.0,4.0,30.0,56.0,296.0,0.0,4.0,7.0,23.0,0.0,8.1,2.0
Bruce Gradkowski,CIN,2011.0,2.0,8.0,18.0,109.0,1.0,1.0,3.0,1.0,0.0,7.5,3.7
Richard Bartel,ARI,2011.0,2.0,10.0,22.0,86.0,1.0,1.0,1.0,9.0,0.0,7.3,3.7
Kyle Boller,OAK,2011.0,2.0,15.0,28.0,161.0,0.0,3.0,9.0,38.0,0.0,7.2,3.6
Charlie Batch,PIT,2011.0,4.0,15.0,24.0,208.0,0.0,1.0,3.0,-2.0,0.0,7.1,1.8
Matt Leinart,HOU,2011.0,2.0,10.0,13.0,57.0,1.0,0.0,1.0,-1.0,0.0,6.2,3.1
Chris Redman,ATL,2011.0,5.0,18.0,28.0,188.0,0.0,1.0,5.0,-6.0,0.0,5.9,1.2
Jon Kitna,DAL,2011.0,3.0,6.0,10.0,87.0,1.0,2.0,3.0,-2.0,0.0,5.3,1.8
J.P. Losman,MIA,2011.0,2.0,6.0,10.0,60.0,0.0,0.0,2.0,1.0,0.0,2.5,1.3
Mike Kafka,PHI,2011.0,5.0,11.0,16.0,107.0,0.0,2.0,3.0,0.0,0.0,2.3,0.5
Shaun Hill,DET,2011.0,2.0,2.0,3.0,33.0,0.0,0.0,1.0,-1.0,0.0,1.2,0.6
Colin Kaepernick,SF,2011.0,2.0,3.0,5.0,35.0,0.0,0.0,2.0,-2.0,0.0,1.2,0.6
Mark Brunell,NYJ,2011.0,16.0,1.0,3.0,27.0,0.0,0.0,0.0,0.0,0.0,1.1,0.1
Tyrod Taylor,BAL,2011.0,3.0,1.0,1.0,18.0,0.0,0.0,1.0,2.0,0.0,0.9,0.3
Chase Daniel,NO,2011.0,16.0,4.0,5.0,29.0,0.0,0.0,3.0,-3.0,0.0,0.9,0.1
Tyler Thigpen,BUF,2011.0,3.0,3.0,8.0,25.0,0.0,1.0,1.0,8.0,0.0,0.8,0.3
Brian Hoyer,NE,2011.0,3.0,1.0,1.0,22.0,0.0,0.0,4.0,-3.0,0.0,0.6,0.2
Tom Brandstater,STL,2011.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rudy Carpenter,TB,2011.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Derek Anderson,CAR,2011.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,0.0,-0.2,-0.1
Billy Volek,SD,2011.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,-5.0,0.0,-0.5,-0.3
